longitude,latitude,land_use_Barren Land (Rock/Sand/Clay),land_use_Cultivated Crops,land_use_Deciduous Forest,land_use_Developed High Intensity,"land_use_Developed, Low Intensity","land_use_Developed, Medium Intensity","land_use_Developed, open space",land_use_Emergent Herbaceous Wetlands,land_use_Evergreen Forest,land_use_Grassland/Herbaceous,land_use_Mixed Forest,land_use_Open Water,land_use_Pasture/Hay,land_use_Shrub/Scrub,land_use_Unknown,land_use_Woody Wetlands
-95.26093,29.81266,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.24498,29.81266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.22903,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.21308,29.81266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.19713,29.81266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.18118,29.81266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.16523,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.14928,29.81266,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.13333,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.11738,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.10143,29.81266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.08548,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.06953,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.05358,29.81266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.03763,29.81266,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.02168,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.00573,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.98978,29.81266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.97383,29.81266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.95788,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.94193,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.92598,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.91003,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.89408,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.87813,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.86218,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.84623,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.83028,29.81266,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-94.81433,29.81266,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-94.79838,29.81266,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.78243,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.76648,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.75053,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.73458,29.81266,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.71863,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.70268,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.68673,29.81266,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.67078,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.65483,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.63888,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.62293,29.81266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.60698,29.81266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.59103,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.57508,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.55913,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.54318,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.52723,29.81266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.51128,29.81266,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-96.09033,29.82821,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-96.07438,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-96.05843,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-96.04248,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-96.02653,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-96.01058,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.99463,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.97868,29.82821,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-95.96273,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.94678,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.93083,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.91488,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.89893,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.88298,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.86703,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.85108,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.83513,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.81918,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.80323,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.78728,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.77133,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.75538,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.73943,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.72348,29.82821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.70753,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.69158,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.67563,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.65968,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.64373,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.62778,29.82821,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-95.61183,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.59588,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.57993,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.56398,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.54803,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.53208,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.51613,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.50018,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.48423,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.46828,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.45233,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.43638,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.42043,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.40448,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.38853,29.82821,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.37258,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.35663,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.34068,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.32473,29.82821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.30878,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.29283,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.27688,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.26093,29.82821,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.24498,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.22903,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.21308,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.19713,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.18118,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.16523,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.14928,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.13333,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.11738,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.10143,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.08548,29.82821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.06953,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.05358,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.03763,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.02168,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.00573,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.98978,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.97383,29.82821,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.95788,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-94.94193,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.92598,29.82821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-94.91003,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.89408,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.87813,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.86218,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.84623,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.83028,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.81433,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.79838,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.78243,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.76648,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.75053,29.82821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.73458,29.82821,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-94.71863,29.82821,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-94.70268,29.82821,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-94.68673,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.67078,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.65483,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.63888,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.62293,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.60698,29.82821,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.59103,29.82821,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.57508,29.82821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.55913,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.54318,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.52723,29.82821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.51128,29.82821,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-96.09033,29.84377,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-96.07438,29.84377,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-96.05843,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-96.04248,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-96.02653,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-96.01058,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.99463,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.97868,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.96273,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.94678,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.93083,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.91488,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.89893,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.88298,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.86703,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.85108,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.83513,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.81918,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.80323,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.78728,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.77133,29.84377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.75538,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.73943,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.72348,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.70753,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.69158,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.67563,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.65968,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.64373,29.84377,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.62778,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.61183,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.59588,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.57993,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.56398,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.54803,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.53208,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.51613,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.50018,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.48423,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.46828,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.45233,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.43638,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.42043,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.40448,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.38853,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.37258,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.35663,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.34068,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.32473,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.30878,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.29283,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.27688,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.26093,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.24498,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.22903,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.21308,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.19713,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.18118,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.16523,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.14928,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.13333,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.11738,29.84377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.10143,29.84377,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.08548,29.84377,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.06953,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.05358,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.03763,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.02168,29.84377,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.00573,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.98978,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.97383,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.95788,29.84377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.94193,29.84377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.92598,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.91003,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-94.89408,29.84377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.87813,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-94.86218,29.84377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.84623,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.83028,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.81433,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.79838,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.78243,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.76648,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.75053,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.73458,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.71863,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.70268,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.68673,29.84377,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.67078,29.84377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-94.65483,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.63888,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.62293,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.60698,29.84377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-94.59103,29.84377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.57508,29.84377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.55913,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.54318,29.84377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.52723,29.84377,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.51128,29.84377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-96.09033,29.85932,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-96.07438,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-96.05843,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-96.04248,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-96.02653,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-96.01058,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.99463,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.97868,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.96273,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.94678,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.93083,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.91488,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.89893,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.88298,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.86703,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.85108,29.85932,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.83513,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.81918,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.80323,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.78728,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.77133,29.85932,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-95.75538,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.73943,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.72348,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.70753,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.69158,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.67563,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.65968,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.64373,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.62778,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.61183,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.59588,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.57993,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.56398,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.54803,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.53208,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.51613,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.50018,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.48423,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.46828,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.45233,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.43638,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.42043,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.40448,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.38853,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.37258,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.35663,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.34068,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.32473,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.30878,29.85932,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.29283,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.27688,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.26093,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.24498,29.85932,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-95.22903,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.21308,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.19713,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.18118,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.16523,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.14928,29.85932,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.13333,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.11738,29.85932,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.10143,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.08548,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.06953,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.05358,29.85932,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.03763,29.85932,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.02168,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.00573,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.98978,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-94.97383,29.85932,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-94.95788,29.85932,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
